"name","solvedCount","contestId","index"
"Lizard Era: Beginning","221","586","F"
"Olesya and Rodion","41077","584","A"
"Kolya and Tanya ","10587","584","B"
"Marina and Vasya","5880","584","C"
"Dima and Lisa","8421","584","D"
"Anton and Ira","1367","584","E"
"GCD Table","4182","582","A"
"Once Again...","2094","582","B"
"Superior Periodic Subarrays","636","582","C"
"Number of Binominal Coefficients","573","582","D"
"Boolean Function","454","582","E"
"Asphalting Roads","10706","583","A"
"Robot's Task","8301","583","B"
"GCD Table","3152","583","C"
"Once Again...","1148","583","D"
"Superior Periodic Subarrays","116","583","E"
"Vasya the Hipster","62069","581","A"
"Luxurious Houses","11722","581","B"
"Developing Skills","6862","581","C"
"Three Logos","3285","581","D"
"Kojiro and Furrari","186","581","E"
"Zublicanes and Mumocrates","828","581","F"
"Kefa and First Steps","80122","580","A"
"Kefa and Company","22652","580","B"
"Kefa and Park","37323","580","C"
"Kefa and Dishes","8475","580","D"
"Kefa and Watch","1936","580","E"
"A Problem about Polyline","2670","578","A"
"""Or"" Game","3312","578","B"
"Weakness and Poorness","3544","578","C"
"LCS Again","733","578","D"
"Walking!","623","578","E"
"Mirror Box","541","578","F"
"Raising Bacteria","52422","579","A"
"Finding Team Member","4954","579","B"
"A Problem about Polyline","1934","579","C"
"""Or"" Game","1726","579","D"
"Weakness and Poorness","597","579","E"
"LCS Again","50","579","F"
"Vasya and Petya's Game","7469","576","A"
"Invariance of Tree","1305","576","B"
"Points on Plane","2574","576","C"
"Flights for Regular Customers","1302","576","D"
"Painting Edges","1097","576","E"
"Multiplication Table","34425","577","A"
"Modulo Sum","10698","577","B"
"Vasya and Petya's Game","5564","577","C"
"Invariance of Tree","343","577","D"
"Points on Plane","649","577","E"
"Fibonotci","38","575","A"
"Bribes","203","575","B"
"Party","32","575","C"
"Tablecity","637","575","D"
"Spectator Riots","10","575","E"
"Bulbo","271","575","F"
"Run for beer","133","575","G"
"Bots","494","575","H"
"Robots protection","10","575","I"
"Bear and Poker","11175","573","A"
"Bear and Blocks","4004","573","B"
"Bear and Drawing","824","573","C"
"Bear and Cavalry","455","573","D"
"Bear and Bowling","1440","573","E"
"Bear and Elections","8452","574","A"
"Bear and Three Musketeers","7187","574","B"
"Bear and Poker","4323","574","C"
"Bear and Blocks","1542","574","D"
"Bear and Drawing","168","574","E"
"Lengthening Sticks","1477","571","A"
"Minimization","2115","571","B"
"CNF 2","554","571","C"
"Campus","647","571","D"
"Geometric Progressions","249","571","E"
"Arrays","14707","572","A"
"Order Book","5954","572","B"
"Lengthening Sticks","551","572","C"
"Minimization","339","572","D"
"CNF 2","63","572","E"
"Elections","13143","570","A"
"Simple Game","14894","570","B"
"Replacement","8703","570","C"
"Tree Requests","6545","570","D"
"Pig and Palindromes","1752","570","E"
"Primes or Palindromes?","2753","568","A"
"Symmetric and Transitive","1767","568","B"
"New Language","724","568","C"
"Sign Posts","275","568","D"
"Longest Increasing Subsequence","577","568","E"
"Music","4527","569","A"
"Inventory","6550","569","B"
"Primes or Palindromes?","2049","569","C"
"Symmetric and Transitive","414","569","D"
"New Language","57","569","E"
"Lineland Mail","28575","567","A"
"Berland National Library","7858","567","B"
"Geometric Progression","8811","567","C"
"One-Dimensional Battle Ships","4058","567","D"
"President and Roads","1606","567","E"
"Mausoleum","549","567","F"
"Matching Names","683","566","A"
"Replicating Processes","220","566","B"
"Logistical Questions","691","566","C"
"Restructuring Company","2512","566","D"
"Restoring Map","600","566","E"
"Clique in the Divisibility Graph","2941","566","F"
"Max and Min","290","566","G"
"Logistical Questions","3","562","A"
"Clique in the Divisibility Graph","20","562","B"
"Restoring Map","1","562","C"
"Restructuring Company","17","562","D"
"Max and Min","12","562","E"
"Matching Names","16","562","F"
"Replicating Processes","14","562","G"
"Gerald's Hexagon","5951","559","A"
"Equivalent Strings","7278","559","B"
"Gerald and Giant Chess","5473","559","C"
"Randomizer","418","559","D"
"Gerald and Path","854","559","E"
"Currency System in Geraldion","15654","560","A"
"Gerald is into Art","7512","560","B"
"Gerald's Hexagon","4183","560","C"
"Equivalent Strings","2862","560","D"
"Gerald and Giant Chess","718","560","E"
"Lala Land and Apple Trees","9571","558","A"
"Amr and The Large Array","7225","558","B"
"Amr and Chemistry","3869","558","C"
"Guess Your Way Out! II","1081","558","D"
"A Simple Task","5180","558","E"
"Ilya and Diplomas","7981","557","A"
"Pasha and Tea","6808","557","B"
"Arthur and Table","3846","557","C"
"Vitaly and Cycle","2056","557","D"
"Ann and Half-Palindrome","1041","557","E"
"Case of Matryoshkas","3558","555","A"
"Case of Fugitive","2723","555","B"
"Case of Chocolate","1694","555","C"
"Case of a Top Secret","853","555","D"
"Case of Computer Network","2143","555","E"
"Case of the Zeros and Ones","35077","556","A"
"Case of Fake Numbers","7422","556","B"
"Case of Matryoshkas","2882","556","C"
"Case of Fugitive","768","556","D"
"Case of Chocolate","278","556","E"
"Kyoya and Colored Balls","5849","553","A"
"Kyoya and Permutation","1681","553","B"
"Love Triangles","1505","553","C"
"Nudist Beach","972","553","D"
"Kyoya and Train","539","553","E"
"Kyoya and Photobooks","11650","554","A"
"Ohana Cleans Up","8672","554","B"
"Kyoya and Colored Balls","2007","554","C"
"Kyoya and Permutation","415","554","D"
"Love Triangles","230","554","E"
"Vanya and Table","8976","552","A"
"Vanya and Books","14568","552","B"
"Vanya and Scales","5177","552","C"
"Vanya and Triangles","4082","552","D"
"Vanya and Brackets","1409","552","E"
"GukiZ and Contest","15199","551","A"
"ZgukistringZ","3512","551","B"
"GukiZ hates Boxes","3224","551","C"
"GukiZ and Binary Operations","1735","551","D"
"GukiZ and GukiZiana","1608","551","E"
"Face Detection","8581","549","A"
"Looksery Party","1418","549","B"
"The Game Of Parity","1580","549","C"
"Haar Features","2063","549","D"
"Sasha Circle","146","549","E"
"Yura and Developers","814","549","F"
"Happy Line","2255","549","G"
"Degenerate Matrix","1782","549","H"
"Two Substrings","34808","550","A"
"Preparing Olympiad","17453","550","B"
"Divisibility by Eight","26031","550","C"
"Regular Bridge","3009","550","D"
"Brackets in Implications","1353","550","E"
"Mike and Frog","1665","547","A"
"Mike and Feet","6528","547","B"
"Mike and Foam","2412","547","C"
"Mike and Fish","2395","547","D"
"Mike and Friends","1943","547","E"
"Mike and Fax","9288","548","A"
"Mike and Fun","7285","548","B"
"Mike and Frog","720","548","C"
"Mike and Feet","1450","548","D"
"Mike and Foam","314","548","E"
"Soldier and Bananas","159756","546","A"
"Soldier and Badges","15853","546","B"
"Soldier and Cards","16518","546","C"
"Soldier and Number Game","10698","546","D"
"Soldier and Traveling","3132","546","E"
"Toy Cars","10980","545","A"
"Equidistant String","10732","545","B"
"Woodcutters","25499","545","C"
"Queue","22266","545","D"
"Paths and Trees","4234","545","E"
"Writing Code","5932","543","A"
"Destroying Roads","2905","543","B"
"Remembering Strings","1110","543","C"
"Road Improvement","2261","543","D"
"Listening to Music","279","543","E"
"Set of Strings","6629","544","A"
"Sea and Islands","7288","544","B"
"Writing Code","1594","544","C"
"Destroying Roads","705","544","D"
"Remembering Strings","213","544","E"
"Place Your Ad Here","44","541","A"
"Duck Hunt","0","541","B"
"Idempotent functions","92","541","C"
"Superhero's Job","23","541","D"
"Playing on Graph","41","541","E"
"Quest","66","541","F"
"Place Your Ad Here","407","542","A"
"Duck Hunt","190","542","B"
"Idempotent functions","904","542","C"
"Superhero's Job","446","542","D"
"Playing on Graph","676","542","E"
"Quest","647","542","F"
