name,solvedCount,contestId,index,rating
The minimal unique substring,2207,1158,B,2200
The Party and Sweets,6929,1158,A,1500
Inverse of Rows and Columns,894,1157,G,2200
Maximum Balanced Circle,2571,1157,F,2000
Minimum Array,8231,1157,E,1700
N Problems During K Days,3654,1157,D,1900
Increasing Subsequence (hard version),7855,1157,C2,1700
Increasing Subsequence (easy version),12450,1157,C1,1300
Long Number,14495,1157,B,1300
Reachable Numbers,15472,1157,A,1100
Optimizer,125,1156,G,2700
Card Bag,1347,1156,F,2300
Special Segments of Permutation,2836,1156,E,2200
0-1-Tree,3742,1156,D,2200
Match Points,5934,1156,C,2000
Ugly Pairs,6155,1156,B,1800
Inscribed Figures,8134,1156,A,1400
Delivery Oligopoly,405,1155,F,2800
Guess the Root,1398,1155,E,2200
Beautiful Array,6761,1155,D,1900
Alarm Clocks Everywhere,9098,1155,C,1300
Game with Telephone Numbers,11767,1155,B,1200
Reverse a Substring,13980,1155,A,1000
Minimum Possible LCM,2653,1154,G,2200
Shovels Shop,2643,1154,F,2100
Two Teams,6128,1154,E,1800
Walking Robot,9826,1154,D,1500
Gourmet Cat,10288,1154,C,1400
Make Them Equal,16378,1154,B,1200
Restoring Three Numbers,67690,1154,A,800
Serval and Bonus Problem,765,1153,F,2600
Serval and Snake,1457,1153,E,2200
Serval and Rooted Tree,4865,1153,D,1900
Serval and Parenthesis Sequence,7339,1153,C,1700
Serval and Toy Bricks,8995,1153,B,1200
Serval and Bus,11362,1153,A,1000
Neko Rules the Catniverse (Large Version),611,1152,F2,3000
Neko Rules the Catniverse (Small Version),529,1152,F1,2800
Neko and Flashback,943,1152,E,2400
Neko and Aki's Prank,2383,1152,D,2100
Neko does Maths,6557,1152,C,1800
Neko Performs Cat Furrier Transform,8838,1152,B,1300
Neko Finds Grapes,15024,1152,A,800
Sonya and Informatics,1152,1151,F,2300
Number of Components,3109,1151,E,2100
Stas and the Queue at the Buffet,8311,1151,D,1600
Problem for Nazar,5287,1151,C,1800
Dima and a Bad XOR,10835,1151,B,1600
Maxim and Biology,11054,1151,A,1000
Tiling Challenge,10839,1150,B,900
Stock Arbitraging,11653,1150,A,800
Election Promises,494,1149,E,3200
Abandoning Roads,708,1149,D,3000
Tree Generator™,1183,1149,C,2700
Three Religions,1876,1149,B,2200
Prefix Sum Primes,14876,1149,A,1200
Holy Diver ,250,1148,H,3500
Gold Experience,318,1148,G,3300
Foo Fighters,977,1148,F,2700
Earth Wind and Fire,1657,1148,E,2300
Dirty Deeds Done Dirt Cheap,4910,1148,D,1800
Crazy Diamond,5236,1148,C,1700
Born This Way,7311,1148,B,1600
Another One Bites The Dust,14775,1148,A,800
Zigzag Game,242,1147,F,3500
Rainbow Coins,325,1147,E,3000
Palindrome XOR,732,1147,D,2400
Thanos Nim,3176,1147,C,2000
Chladni Figure,2824,1147,B,1900
Hide and Seek,5165,1147,A,1500
Satanic Panic,594,1146,H,2900
Zoning Restrictions,801,1146,G,2700
Leaf Partition,1098,1146,F,2500
Hot is Cold,845,1146,E,2400
Frog Jumping,1088,1146,D,2100
Tree Diameter,3540,1146,C,1700
"Hate ""A""",8432,1146,B,1100
"Love ""A""",21559,1146,A,800
Two Merged Sequences,1897,1144,G,2400
Graph Without Long Directed Paths,11004,1144,F,1700
Median String,4083,1144,E,1900
Equalize Them All,10111,1144,D,1400
Two Shuffled Sequences,15065,1144,C,1000
Parity Alternated Deletions,16849,1144,B,900
Diverse Strings,18929,1144,A,800
Queen,11676,1143,C,1400
Nirvana,10143,1143,B,1200
The Doors,13173,1143,A,800
Pink Floyd,490,1142,E,3200
Foreigner,481,1142,D,2800
U2,1315,1142,C,2400
Lynyrd Skynyrd,2812,1142,B,2000
The Beatles,3399,1142,A,1700
Privatization of Roads in Treeland,2207,1141,G,1900
Same Sum Blocks (Hard),4097,1141,F2,1900
Same Sum Blocks (Easy),3773,1141,F1,1900
Superhero Battle,6636,1141,E,1700
Colored Boots,8420,1141,D,1500
Polycarp Restores Permutation,11303,1141,C,1500
Maximal Continuous Rest,20921,1141,B,900
Game 23,30366,1141,A,1000
Double Tree,470,1140,G,2700
Extending Set of Points,1143,1140,F,2600
Palindrome-less Arrays,1899,1140,E,2200
Minimum Triangulation,12438,1140,D,1200
Playlist,9341,1140,C,1600
Good String,11178,1140,B,1200
Detective Book,12097,1140,A,1000
Dish Shopping,372,1139,F,2500
Maximize Mex,1709,1139,E,2400
Steps to One,2090,1139,D,2300
Edgy Trees,12179,1139,C,1500
Chocolates,15875,1139,B,1000
Even Substrings,16505,1139,A,800
Circus,3949,1138,B,1800
Sushi for Two,17614,1138,A,900
Matches Are Not a Child's Play ,466,1137,F,3400
Train Car Selection,497,1137,E,2700
Cooperative Game,1502,1137,D,2400
Museums Tour,1164,1137,C,2500
Camp Schedule,5947,1137,B,1600
Skyscrapers,4439,1137,A,1600
Nastya Hasn't Written a Legend,1047,1136,E,2200
Nastya Is Buying Lunch,3755,1136,D,1800
Nastya Is Transposing Matrices,7652,1136,C,1500
Nastya Is Playing Computer Games,11577,1136,B,1000
Nastya Is Reading a Book,16169,1136,A,800
Spanning Tree with One Fixed Degree,3171,1133,F2,1900
Spanning Tree with Maximum Degree,7597,1133,F1,1600
K Balanced Teams,5282,1133,E,1800
Zero Quantity Maximization,11253,1133,D,1500
Balanced Team,21642,1133,C,1200
Preparation for International Women's Day,12462,1133,B,1200
Middle of the Contest,16695,1133,A,1000
Greedy Subsequences,972,1132,G,2400
Clear the String,7545,1132,F,2000
Knapsack,1422,1132,E,2300
Stressful Training,1824,1132,D,2300
Painting the Fence,5357,1132,C,1700
Discounts,12789,1132,B,900
Regular Bracket Sequence,9529,1132,A,1100
Most Dangerous Shark,404,1131,G,2700
Asya And Kittens,6451,1131,F,1700
String Multiplication,1128,1131,E,2300
Gourmet choice,3186,1131,D,2000
Birthday,14624,1131,C,1200
Draw!,9641,1131,B,1400
Sea Battle,12353,1131,A,800
Connect,8379,1130,C,1400
Two Cakes,7721,1130,B,1200
Be Positive,11500,1130,A,800
Legendary Tree,418,1129,E,3100
Isolation,964,1129,D,2900
Morse Code,904,1129,C,2400
Wrong Answer,2171,1129,B,2000
Toy Train,4058,1129,A2,1800
Toy Train (Simplified),3788,1129,A1,1700
System Testing,1946,1121,C,1600
Mike and Children,8701,1121,B,1200
Technogoblet of Fire,7128,1121,A,1100
Secret Letters,252,1120,F,3100
The very same Munchhausen,114,1120,E,2600
Power Tree,1278,1120,D,2500
Compress String,2071,1120,C,2100
Once in a casino,409,1120,B,2700
Diana and Liana,1624,1120,A,1900
Triple,528,1119,H,3200
Get Ready for the Battle,437,1119,G,3100
Niyaz and Small Degrees,684,1119,F,3400
Pavel and Triangles,4918,1119,E,1900
Frets On Fire,4581,1119,D,1800
Ramesses and Corner Inversion,6630,1119,C,1500
Alyona and a Narrow Fridge,10117,1119,B,1300
Ilya and a Colorful Walk,10510,1119,A,1100
Tree Cutting (Hard Version),525,1118,F2,2700
Tree Cutting (Easy Version),5763,1118,F1,1800
Yet Another Ball Problem,4071,1118,E,1700
Coffee and Coursework (Hard Version),6110,1118,D2,1700
Coffee and Coursework (Easy version),5570,1118,D1,1700
Palindromic Matrix,5685,1118,C,1700
Tanya and Candies,11899,1118,B,1200
Water Buying,19808,1118,A,800
Recursive Queries,662,1117,G,2500
Crisp String,520,1117,F,2500
Decypher the String,1459,1117,E,2200
Magic Gems,4060,1117,D,2100
Magic Ship,6564,1117,C,1900
Emotes,14001,1117,B,1000
Best Subsegment,10943,1117,A,1100
Block unitary,197,1115,U3,1700
Chessboard unitary,231,1115,U2,1600
Anti-diagonal unitary,253,1115,U1,1500
Palindrome checker oracle,228,1115,G3,1600
OR oracle,309,1115,G2,1600
AND oracle,384,1115,G1,1100
"Please, another Queries on Array?",1838,1114,F,2400
Arithmetic Progression,2794,1114,E,2200
Flood Fill,6595,1114,D,1900
Trailing Loves (or L'oeufs?),7283,1114,C,1700
Yet Another Array Partitioning Task,8879,1114,B,1500
Got Any Grapes?,18423,1114,A,800
Sasha and Magnetic Machines,7688,1113,B,1300
Sasha and His Trip,17068,1113,A,900
Tree,863,1111,E,2500
Destroy the Colony,931,1111,D,2600
Creative Snap,6133,1111,C,1700
Average Superhero Gang Power ,6198,1111,B,1700
Superhero Transformation,16651,1111,A,1000
Modest Substrings,277,1110,H,3500
Tree-Tac-Toe ,611,1110,G,3100
Nearest Leaf,1686,1110,F,2600
Magic Stones,3826,1110,E,2200
Jongmah,3285,1110,D,2200
Meaningless Operations,9026,1110,C,1500
Tape,10883,1110,B,1400
Parity,14649,1110,A,900
Sasha and Algorithm of Silence's Sounds,288,1109,F,3200
Sasha and a Very Easy Test,496,1109,E,2700
Sasha and Interesting Fact from Graph Theory,1274,1109,D,2400
Sasha and a Patient Friend,249,1109,C,2800
Sasha and One More Name,4281,1109,B,1800
Sasha and a Bit of Relax,8403,1109,A,1600
MST Unification,2634,1108,F,2100
Array and Segments (Hard version),2133,1108,E2,2100
Array and Segments (Easy version),4435,1108,E1,1800
Diverse Garland,14791,1108,D,1400
Nice Garland,11820,1108,C,1300
Divisors of Two Integers,22755,1108,B,1100
Two distinct points,21426,1108,A,800
Vasya and Maximum Profit,998,1107,G,2400
Vasya and Endless Credits,737,1107,F,2600
Vasya and Binary String,2203,1107,E,2400
Compression,3693,1107,D,1800
Brutality,9686,1107,C,1300
Digital root,15239,1107,B,1000
Digits Sequence Dividing,11937,1107,A,900
Lunar New Year and a Recursive Sequence,957,1106,F,2400
Lunar New Year and Red Envelopes,2375,1106,E,2100
Lunar New Year and a Wander,14124,1106,D,1500
Lunar New Year and Number Division,14355,1106,C,900
Lunar New Year and Food Ordering,6702,1106,B,1500
Lunar New Year and Cross Counting,12294,1106,A,800
Helping Hiasat ,1602,1105,E,2200
Kilani and the Game,4009,1105,D,1900
Ayoub and Lost Array,10205,1105,C,1500
Zuhair and Strings,9828,1105,B,1100
Salem and Sticks ,10824,1105,A,1100
Game with string,14594,1104,B,1200
Splitting into digits,15203,1104,A,800
Radix sum,222,1103,E,3400
Professional layer,402,1103,D,3100
Johnny Solving,785,1103,C,2700
Game with modulo,3183,1103,B,2000
Grid game,9640,1103,A,1400
Elongated Matrix,1933,1102,F,2000
Monotonic Renumeration,5742,1102,E,1700
Balanced Ternary String,7872,1102,D,1500
Doors Breaking and Repairing,12854,1102,C,1200
Array K-Coloring,10213,1102,B,1400
Integer Sequence Dividing,23805,1102,A,800
(Zero XOR Subset)-less,1624,1101,G,2300
Trucks and Cities,1284,1101,F,2400
Polycarp's New Job,7750,1101,E,1500
GCD Counting,4467,1101,D,2000
Division and Union,7723,1101,C,1500
Accordion,10399,1101,B,1300
Minimum Integer,16822,1101,A,1000
Ivan and Burgers,2148,1100,F,2500
Andrew and Taxi,2306,1100,E,2200
Dasha and Chess,838,1100,D,2500
NN and the Optical Illusion,9767,1100,C,1200
Build a Contest,10985,1100,B,1300
Roman and Browser,10077,1100,A,1000
Cookies,912,1099,F,2400
Postcard,9463,1099,C,1200
Squares and Segments,11030,1099,B,1100
Snowball,12800,1099,A,800
Ж-function,218,1098,F,3500
Fedya the Potter,219,1098,E,3400
Eels,713,1098,D,2800
Construct a tree,874,1098,C,2400
Nice table,1521,1098,B,2100
Sum in the tree,8467,1098,A,1600
Mateusz and an Infinite Sequence,94,1097,H,3400
Vladislav and a Great Legend,688,1097,G,3000
Alex and a TV Show,1218,1097,F,2500
Egor and an RPG game,472,1097,E,3400
Makoto and a Blackboard,2626,1097,D,2200
Yuhao and a Parenthesis,8345,1097,C,1400
Petr and a Combination Lock,27308,1097,B,1200
Gennady and a Card Game,37632,1097,A,800
Lucky Tickets,1410,1096,G,2400
Inversion Expectation,1598,1096,F,2300
The Top Scorer,922,1096,E,2500
Easy Problem,7758,1096,D,1800
Polygon for the Angle,6699,1096,C,1600
Substring Removal,10423,1096,B,1300
Find Divisible,18475,1096,A,800
Make It Connected,5930,1095,F,1900
Almost Regular Bracket Sequence,4043,1095,E,1900
Circular Dance,7448,1095,D,1600
Powers Of Two,16055,1095,C,1400
Array Stabilization,21411,1095,B,900
Repeating Cipher,30253,1095,A,800
Multidimensional Queries,1839,1093,G,2300
Vasya and Array,985,1093,F,2400
Intersection of Permutations,1506,1093,E,2400
Beautiful Graph,8607,1093,D,1700
Mishka and the Last Exam,9302,1093,C,1300
Letters Rearranging,16280,1093,B,900
Dice Rolling,17601,1093,A,800
Tree with Maximum Cost,7454,1092,F,1900
Minimal Diameter Forest,1637,1092,E,2000
Great Vova Wall (Version 2),2882,1092,D2,2200
Great Vova Wall (Version 1),4531,1092,D1,2200
Prefixes and Suffixes,5819,1092,C,1700
Teams Forming,25891,1092,B,800
Uniform String,16041,1092,A,800
New Year and the Tricolore Recreation,427,1091,H,3200
New Year and the Factorisation Collaboration,199,1091,G,3200
New Year and the Mallard Expedition,796,1091,F,2600
New Year and the Acquaintance Estimation,983,1091,E,2400
New Year and the Permutation Concatenation,6639,1091,D,1700
New Year and the Sphere Transmission,9859,1091,C,1400
New Year and the Treasure Geolocation,10569,1091,B,1200
New Year and the Christmas Ornament,17368,1091,A,800
The Pleasant Walk,6058,1090,M,1000
Berland University,1249,1090,L,2000
Right Expansion Of The Mind,1049,1090,K,2000
Two Prefixes,421,1090,J,2600
Minimal Product,1026,1090,I,2000
Linearization,90,1090,H,2900
Combostone,105,1090,G,2500
How to Learn You Score,315,1090,F,2600
Horseback Riding,584,1090,E,2300
Similar Arrays,1990,1090,D,1800
New Year Presents,483,1090,C,2400
LaTeX Expert,1379,1090,B,1900
Company Merging,4062,1090,A,1300
Minegraphed,586,1089,M,2400
Lazyland,3852,1089,L,900
King Kog's Reception,1087,1089,K,2400
JS Minification,121,1089,J,3200
Interval-Free Permutations,369,1089,I,2600
Harder Satisfiability,110,1089,H,3400
Guest Student,2863,1089,G,1500
Fractions,1904,1089,F,1900
Easy Chess,1962,1089,E,1700
Distance Sum,99,1089,D,3100
Cactus Search,404,1089,C,2500
Bimatching,216,1089,B,3200
Alice the Fan,1113,1089,A,2200
Ehab and a weird weight formula,495,1088,F,2800
Ehab and a component choosing problem,1411,1088,E,2400
Ehab and another another xor problem,2788,1088,D,2000
Ehab and a 2-operation task,7984,1088,C,1400
Ehab and subtraction,12434,1088,B,1000
Ehab and another construction problem,16543,1088,A,800
Forest Fires,229,1086,F,3500
Beautiful Matrix,508,1085,G,2900
Rock-Paper-Scissors Champion,579,1085,F,2500
Vasya and Templates,901,1085,E,2300
Minimum Diameter Tree,5317,1085,D,1700
Connect Three,5381,1085,C,1600
Div Times Mod,9197,1085,B,1100
Right-Left Cipher,12086,1085,A,800
The Fair Nut and String,7750,1084,C,1500
Kvass and the Fair Nut,7730,1084,B,1200
The Fair Nut and Elevator,7842,1084,A,1000
The Fair Nut and Amusing Xor,268,1083,F,3300
The Fair Nut and Rectangles,4023,1083,E,2400
The Fair Nut's getting crazy,232,1083,D,3500
Max Mex,853,1083,C,2900
The Fair Nut and Strings,1881,1083,B,2000
The Fair Nut and the Best Path,5259,1083,A,1800
Petya and Graph,1970,1082,G,2400
Speed Dial,413,1082,F,2800
Increasing Frequency,4176,1082,E,2000
Maximum Diameter Graph,3607,1082,D,1800
Multi-Subject Competition,5533,1082,C,1600
Vova and Trophies,7439,1082,B,1600
Vasya and Book,8462,1082,A,1200
Palindromic Magic,100,1081,H,3500
Mergesort Strikes Back,344,1081,G,3200
Tricky Interactor,454,1081,F,2600
Missing Numbers,2547,1081,E,1900
Maximum Distance,3930,1081,D,1800
Colorful Bricks,7103,1081,C,1500
Farewell Party,4408,1081,B,1500
Definite Game,11953,1081,A,800
Katya and Segments Sets,682,1080,F,2400
Sonya and Matrix Beauty,912,1080,E,2400
Olya and magical square,1526,1080,D,2000
Masha and two friends,4004,1080,C,1500
Margarite and the best present,11641,1080,B,900
Petya and Origami,17893,1080,A,800
Negative Time Summation,87,1078,E,3400
Pictures with Kittens (hard version),2996,1077,F2,2100
Pictures with Kittens (easy version),4130,1077,F1,1900
Thematic Contests,4446,1077,E,1800
Cutting Out,8489,1077,D,1600
Good Array,15978,1077,C,1300
Disturbed People,18490,1077,B,1000
Frog Jumping,29362,1077,A,800
Array Game,461,1076,G,3000
Summer Practice Report,628,1076,F,2500
Vasya and a Tree,3638,1076,E,1900
Edge Deletion,4978,1076,D,1800
Meme Problem,12187,1076,C,1300
Divisor Subtraction,12662,1076,B,1200
Minimizing the String,12891,1076,A,1200
Taxi drivers and Lyft,4197,1075,B,1200
The King's Race,8369,1075,A,800
Yet Another LCP Problem,880,1073,G,2600
Choosing Two Paths,527,1073,F,2500
Segment Sum,2430,1073,E,2300
Berland Fair,6345,1073,D,1700
Vasya and Robot,4597,1073,C,1800
Vasya and Books,10464,1073,B,1000
Diverse Substring,15085,1073,A,1000
Rain Protection,92,1071,E,3500
Algoland and Berland,66,1070,M,3000
Odd Federalization,287,1070,L,2600
Video Posts,4852,1070,K,1100
Streets and Avenues in Berhattan,682,1070,J,2300
Privatization of Roads in Berland,537,1070,I,2400
BerOS File Suggestion,3625,1070,H,1500
Monsters and Potions,822,1070,G,2300
Debate,3577,1070,F,1500
Getting Deals Done,1240,1070,E,2100
Garbage Disposal,4864,1070,D,1300
Cloud Computing,2003,1070,C,2000
Berkomnadzor,472,1070,B,2400
Find a Number,2269,1070,A,2200
Colored Rooks,3127,1068,C,1700
LCM,11223,1068,B,1200
Birthday,6679,1068,A,1400
Random Forest Rank,430,1067,E,2800
Computer Game,364,1067,D,3100
Knights,615,1067,C,2600
Multihedgehog,2616,1067,B,1800
Array Without Local Maximums ,2804,1067,A,1900
Yet another 2D Walking,1835,1066,F,2100
Binary Numbers AND Sum,6049,1066,E,1700
Boxes Packing,5350,1066,D,1800
Books Queries,9484,1066,C,1400
Heaters,8164,1066,B,1500
Vova and Train,14374,1066,A,1100
Fibonacci Suffix,243,1065,G,2700
Up and Down the Tree,1145,1065,F,2500
Side Transmutations,1032,1065,E,2300
Three Pieces,1275,1065,D,2200
Make It Equal,7690,1065,C,1600
Vasya and Isolated Vertices,10814,1065,B,1300
Vasya and Chocolate,14573,1065,A,800
Equations of Mathematical Magic,7470,1064,B,1200
Make a triangle!,21958,1064,A,800
String Journey,810,1063,F,3300
Lasers and Mirrors,337,1063,E,3000
Candies for Children,423,1063,D,2600
"Dwarves, Hats and Extrasensory Abilities",2807,1063,C,1900
Labyrinth,7173,1063,B,1800
Oh Those Palindromes,10266,1063,A,1300
Upgrading Cities,570,1062,F,2900
Company,1727,1062,E,2300
Fun with Integers,3895,1062,D,1800
Banh-mi,5340,1062,C,1600
Math,8508,1062,B,1500
A Prank,8704,1062,A,1300
Lost Root,719,1061,F,2400
Politics,522,1061,E,2600
TV Shows,2305,1061,D,2000
Multiplicity,8503,1061,C,1700
Views Matter,7250,1061,B,1400
Coins,21435,1061,A,800
Sophisticated Device,212,1060,H,3300
Balls and Pockets,145,1060,G,3400
Shrinking Tree,551,1060,F,2900
Sergey and Subway,3021,1060,E,2000
Social Circles,3581,1060,D,1900
Maximum Subrectangle,4835,1060,C,1600
Maximum Sum of Digits,8811,1060,B,1100
Phone Numbers,13812,1060,A,800
Split the Tree,1364,1059,E,2400
Nature Reserve,2550,1059,D,2200
Sequence Transformation,7006,1059,C,1600
Forgery,6938,1059,B,1300
Cashier,12606,1059,A,1000
Tanya and Colored Candies,879,1057,C,2000
DDoS,1805,1057,B,1400
Bmail Computer Network,5858,1057,A,900
Detect Robots,149,1056,H,3200
Take Metro,246,1056,G,2900
Write The Contest,467,1056,F,2500
Check Transcription,2053,1056,E,2100
Decorate Apple Tree,5734,1056,D,1600
Pick Heroes,2328,1056,C,1700
Divide Candies,4159,1056,B,1600
Determine Line,6564,1056,A,800
Jellyfish Nightmare,77,1055,G,3500
Tree and XOR,452,1055,F,2900
Segments on the Line,716,1055,E,2500
Refactoring,618,1055,D,2400
Lucky Days,1847,1055,C,1900
Alice and Hairdresser,4938,1055,B,1300
Metro,10485,1055,A,900
Epic Convolution,176,1054,H,3500
New Road Network,265,1054,G,3300
Electric Scheme,308,1054,F,2700
Chips Puzzle,480,1054,E,2400
Changing Array,2221,1054,D,1900
Candies Distribution,4241,1054,C,1500
Appending Mex,6472,1054,B,1000
Elevator or Stairs?,9000,1054,A,800
Euler tour,197,1053,E,3500
Distinctification,380,1051,G,2900
The Shortest Statement,2715,1051,F,2400
Vasya and Big Integers,907,1051,E,2600
Bicolorings,7267,1051,D,1700
Vasya and Multisets,9188,1051,C,1500
Relatively Prime Pairs,16757,1051,B,1000
Vasya And Password,8343,1051,A,1200
Cover Points,16977,1047,B,900
Little C Loves 3 I,19645,1047,A,800
Say Hello,308,1046,I,2300
Splitting money,2736,1046,F,1400
Space Formula,3048,1046,C,1400
Moonwalk challenge,166,1045,J,2600
Palindrome Pairs,4231,1045,I,1600
Self-exploration,366,1045,H,2400
AI robots,1556,1045,G,2200
Shady Lady,98,1045,F,3400
Ancient civilizations,122,1045,E,3200
Interstellar battle,642,1045,D,2200
Hyperspace Highways,656,1045,C,2300
Space Isaac,505,1045,B,2400
Last chance,325,1045,A,2500
DFS,510,1044,F,2700
Grid Sort,113,1044,E,3100
Deduction Queries,978,1044,D,2400
Optimal Polygon Perimeter,1333,1044,C,2100
Intersecting Subtrees,1552,1044,B,1900
The Tower is Going Home,2868,1044,A,1700
Speckled Band,217,1043,G,3500
Make It One,2216,1043,F,2500
"Train Hard, Win Easy",2693,1043,E,1900
Mysterious Crime,4381,1043,D,1700
Smallest Word,6807,1043,C,1500
Lost Array,6215,1043,B,1200
Elections,10725,1043,A,800
Leaf Sets,1248,1042,F,2400
Vasya and Magic Matrix,1700,1042,E,2300
Petya and Array,5818,1042,D,1800
Array Product,4643,1042,C,1700
Vitamins,15481,1042,B,1200
Benches,12589,1042,A,1100
Ray in the tube,1459,1041,F,2500
Tree Reconstruction,3534,1041,E,1900
Glider,5856,1041,D,1700
Coffee Break,9329,1041,C,1600
Buying a TV Set,13792,1041,B,1000
Heist,24665,1041,A,800
Shashlik Cooking,7034,1040,B,1300
Palindrome Dance,9371,1040,A,1000
Summer Oenothera Exhibition,267,1039,E,3400
You Are Given a Tree,1671,1039,D,2800
Network Safety,1314,1039,C,2200
Subway Pursuit,2315,1039,B,2100
Timetable,772,1039,A,2300
Wrap Around,299,1038,F,2900
Maximum Matching,962,1038,E,2400
Slime,8210,1038,D,1800
Gambling,9361,1038,C,1300
Non-Coprime Partition,13251,1038,B,1100
Equality,14469,1038,A,800
Security,998,1037,H,3200
A Game on Strings,298,1037,G,3200
Maximum Reduction,937,1037,F,2500
Trips,2730,1037,E,2200
Valid BFS?,14108,1037,D,1700
Equalize,18428,1037,C,1300
Reach Median,10230,1037,B,1300
Packets,10997,1037,A,1300
Sources and Sinks,367,1036,G,2700
Relatively Prime Powers,1419,1036,F,2400
Covered Points,1471,1036,E,2400
Vasya and Arrays,9038,1036,D,1600
Classy Numbers,8848,1036,C,1900
Diagonal Walking v.2,5636,1036,B,1600
Function Height,10064,1036,A,1000
Little C Loves 3 III,610,1034,E,3200
Intervals of Intervals,435,1034,D,3500
Region Separation,863,1034,C,2700
Little C Loves 3 II,2090,1034,B,2200
Enlarge GCD,8421,1034,A,1800
Chip Game,368,1033,G,3500
Boolean Computer,368,1033,F,2800
Hidden Bipartite Graph,589,1033,E,2800
Divisors,2320,1033,D,2000
Permutation Game,5471,1033,C,1600
Square Difference,9382,1033,B,1100
King Escape,13128,1033,A,1000
Chattering,429,1032,G,2900
Vasya and Maximum Matching,908,1032,F,2400
The Unbearable Lightness of Weights,1524,1032,E,2100
Barcelonian Distance,2759,1032,D,1900
Playing Piano,3913,1032,C,1700
Personalized Cup,4969,1032,B,1200
Kitchen Utensils,6812,1032,A,900
Familiar Operations,268,1031,F,2800
Triple Flips,432,1031,E,2600
Minimum path,2625,1031,D,1900
Cram Time,5181,1031,C,1600
Curiosity Has No Limits,3892,1031,B,1500
Golden Plate,12769,1031,A,800
Linear Congruential Generator,350,1030,G,2900
Putting Boxes Together,792,1030,F,2500
Vasya and Good Sequences,2982,1030,E,2000
Vasya and Triangle,5709,1030,D,1800
Vasya and Golden Ticket,9343,1030,C,1300
Vasya and Cornfield,11941,1030,B,1100
In Search of an Easy Problem,123047,1030,A,800
Multicolored Markers,2490,1029,F,2000
Tree with Small Distances,2812,1029,E,2100
Concatenated Multiples,3779,1029,D,1900
Maximal Intersection,7370,1029,C,1600
Creating the Contest,16626,1029,B,1200
Many Equal Substrings,12091,1029,A,1300
Make Square,481,1028,H,2900
Guess the number,541,1028,G,3000
Make Symmetrical,512,1028,F,2900
Restore Array,1129,1028,E,2400
Order book,1719,1028,D,2100
Rectangles,4396,1028,C,1600
Unnatural Conditions,8864,1028,B,1200
Find Square,10660,1028,A,800
X-mouse in the Campus,299,1027,G,2600
Session in BSU,1519,1027,F,2400
Inverse Coloring,1936,1027,E,2100
Mouse Hunt,7122,1027,D,1700
Minimum Value Rectangle,6660,1027,C,1600
Numbers on the Chessboard,8139,1027,B,1200
Palindromic Twist,15744,1027,A,1000
Company Acquisitions,694,1025,G,3200
Disjoint Triangles,646,1025,F,2700
Colored Cubes,552,1025,E,2700
Recovering BST,3385,1025,D,2100
Plasticine zebra,6006,1025,C,1600
Weakened Common Divisor,7809,1025,B,1600
Doggo Recoloring,14692,1025,A,900
Pisces,114,1023,G,3400
Mobile Phone Network,868,1023,F,2600
Down or Right,1969,1023,E,2100
Array Restoration,3959,1023,D,1700
Bracket Subsequence,9706,1023,C,1200
Pair of Toys,10678,1023,B,1000
Single Wildcard Pattern Matching,8592,1023,A,1200
Badge,20435,1020,B,1000
New Building for SIS,8911,1020,A,1000
Raining season,331,1019,E,3200
Large Triangle,630,1019,D,2700
Sergey's problem,1091,1019,C,3000
The hat,1894,1019,B,2000
Elections,4579,1019,A,1700
The Films,139,1017,H,3300
The Tree,844,1017,G,3200
The Neutral Zone,803,1017,F,2500
The Supersonic Rocket,872,1017,E,2400
The Wu,3382,1017,D,1900
The Phone Number,5944,1017,C,1600
The Bits,9062,1017,B,1200
The Rank,20085,1017,A,800
Appropriate Team,259,1016,G,2700
Road Projects,784,1016,F,2600
Rest In The Shades,989,1016,E,2400
Vasya And The Matrix,4503,1016,D,1800
Vasya And The Mushrooms,3652,1016,C,1800
Segment Occurrences,9303,1016,B,1300
Death Note,14731,1016,A,900
Bracket Substring,1062,1015,F,2300
Stars Drawing (Hard Edition),3498,1015,E2,1900
Stars Drawing (Easy Edition),5532,1015,E1,1700
Walking Between Houses,8016,1015,D,1600
Songs Compression,17482,1015,C,1100
Obtaining the String,11410,1015,B,1200
Points in Segments,20680,1015,A,800
And,7508,1013,B,1200
Piles With Stones,10853,1013,A,800
Passports,153,1012,F,3400
Cycle sort,275,1012,E,3100
AB-Strings,319,1012,D,2800
Hills,3243,1012,C,1900
Chemical table,3670,1012,B,1900
Photo of The Sky,6170,1012,A,1500
Planning The Expedition,9886,1011,B,1200
Stages,11999,1011,A,900
Tree,212,1010,F,3400
Store,323,1010,E,2700
Mars rover,2361,1010,D,2000
Border,4691,1010,C,1800
Rocket,5091,1010,B,1800
Fly,8009,1010,A,1500
Allowed Letters,781,1009,G,2400
Dominant Indices,5205,1009,F,2300
Intercity Travelling,2906,1009,E,2000
Relatively Prime Graph,6175,1009,D,1700
Annoying Present,5203,1009,C,1700
Minimum Ternary String,9942,1009,B,1400
Game Shopping,11678,1009,A,800
Turn the Rectangles,11290,1008,B,1000
Romaji,14805,1008,A,900
Mini Metro,170,1007,E,3400
Ants,258,1007,D,3200
Guess two numbers,408,1007,C,3000
Pave the Parallelepiped,943,1007,B,2400
Reorder the Array,12027,1007,A,1300
Xor-Paths,4840,1006,F,2100
Military Problem,9556,1006,E,1600
